label,campaign_id,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
0,camp_stories,6.0,1.0,1.0,1.0,5.0,2.0,3.0,0.0,1.0,7.0,2.0,0.0,5.0,560,73,68835,17122,64,9,8357,355,2,88791,2986,40696,,23,1887,17771,4,5198,1461,0,23499,9,5,66095,49,66117
0,camp_stories,2.0,4.0,2.0,6.0,0.0,1.0,0.0,2.0,7.0,0.0,0.0,,7.0,149,425,53347,7692,230,10,7384,598,2,58734,597,44770,1872,4,10711,73474,7,2194,2136,2,24687,15,1,29279,42,51783
0,camp_stories,1.0,1.0,2.0,4.0,5.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,1423,359,44853,,75,18,5764,290,,49011,,79725,24,0,7775,97484,6,5285,678,2,44347,,,27192,27,46825
0,camp_stories,1.0,0.0,0.0,0.0,1.0,,0.0,,4.0,1.0,0.0,3.0,1.0,3,159,96179,84455,185,1,1942,489,1,77043,221,50140,,20,12554,19079,3,4482,,0,43453,8,5,,96,66988
0,camp_stories,2.0,6.0,1.0,0.0,3.0,6.0,,,,3.0,5.0,0.0,1.0,1144,245,87308,88267,243,5,,,0,38771,,58482,3138,,7668,59079,6,1545,885,3,19967,16,11,13057,,75740
0,camp_stories,0.0,3.0,1.0,11.0,6.0,12.0,0.0,6.0,0.0,9.0,1.0,1.0,2.0,1111,110,69722,25940,68,,11451,471,1,48885,3376,37845,1545,1,1359,16319,8,2631,915,0,17232,6,2,2334,44,77316
0,camp_stories,4.0,2.0,,2.0,,0.0,1.0,2.0,0.0,5.0,3.0,0.0,7.0,689,182,,88305,64,16,7915,258,,87068,4534,95052,3090,15,7061,36251,8,627,7,2,92285,15,,26499,76,3839
0,camp_stories,2.0,3.0,2.0,11.0,0.0,0.0,0.0,5.0,,3.0,0.0,0.0,,350,457,39165,8706,34,19,12131,91,2,38657,1336,22212,1959,24,3965,41702,7,3206,1443,3,34886,16,11,45989,82,74637
0,camp_stories,3.0,1.0,0.0,0.0,1.0,0.0,,,5.0,3.0,1.0,,2.0,132,45,8605,58658,192,9,7278,240,2,53754,531,9593,841,,6273,53455,8,953,881,3,24443,5,13,66059,53,80390
0,camp_stories,0.0,,1.0,18.0,2.0,1.0,3.0,6.0,1.0,0.0,0.0,6.0,1.0,335,62,18938,58047,20,12,2474,479,0,71676,3857,37587,2810,,,58635,5,1953,1798,,,,14,,97,12466
1,camp_stories,,0.0,1.0,2.0,1.0,3.0,0.0,2.0,3.0,5.0,5.0,5.0,0.0,508,93,53453,60788,131,14,4828,173,0,64774,3467,50834,1922,,12139,28521,2,3674,2157,2,8949,6,3,3010,9,45891
0,camp_stories,0.0,1.0,1.0,12.0,6.0,0.0,,5.0,2.0,4.0,,,0.0,348,232,55021,64804,245,6,10992,196,2,50575,4384,36109,1618,16,,95119,7,980,1122,3,21241,16,10,63278,31,39680
0,camp_stories,5.0,3.0,0.0,2.0,3.0,3.0,7.0,0.0,9.0,0.0,,0.0,0.0,104,515,26959,59980,123,6,8918,338,2,92031,1885,35113,477,13,9020,7848,4,3339,,2,66549,17,14,8547,1,64444
0,camp_stories,0.0,6.0,1.0,,5.0,,6.0,6.0,0.0,,0.0,0.0,2.0,8,90,88715,58943,130,,10338,469,1,10307,2932,41734,1822,5,7488,21371,,2298,1834,3,88424,7,2,86756,,22913
0,camp_stories,,1.0,2.0,0.0,,,0.0,6.0,0.0,1.0,0.0,1.0,2.0,108,88,32928,61966,182,6,5128,,1,33698,2606,62687,722,24,9397,80580,4,524,1541,3,2904,17,0,15390,43,900
0,camp_stories,1.0,3.0,0.0,0.0,3.0,0.0,5.0,0.0,5.0,0.0,,2.0,1.0,1039,303,72073,10,130,20,3087,3,2,24991,5053,8518,987,,,51226,8,3865,1156,0,,11,7,97974,13,77750
0,camp_stories,,1.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,6.0,0.0,1.0,899,382,51050,33837,169,15,8423,140,0,13510,3626,22927,1375,,9868,3983,9,2392,1612,0,82040,17,9,54003,11,67944
0,camp_stories,0.0,2.0,2.0,4.0,0.0,1.0,1.0,10.0,5.0,7.0,0.0,1.0,0.0,230,3,58937,59430,252,7,497,195,0,8796,2077,58592,2058,15,14038,,,4292,835,0,75190,0,3,86291,30,84370
0,camp_stories,1.0,4.0,3.0,0.0,1.0,0.0,2.0,,1.0,0.0,,0.0,2.0,1113,270,57481,52551,269,1,11570,244,2,21748,1791,11654,1817,16,1991,,,2988,1168,1,8274,14,,,11,52234
0,camp_stories,1.0,5.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,,0.0,3.0,0.0,149,,39577,52051,55,20,7814,111,0,15213,,,2129,3,,,,3803,1315,,20722,10,10,7627,9,77471
0,camp_stories,2.0,0.0,,3.0,0.0,0.0,0.0,3.0,,2.0,2.0,1.0,3.0,1053,191,62471,20260,,21,6728,630,2,78781,569,84217,889,19,7304,65168,7,1788,2107,0,62207,14,3,92721,12,9767
0,camp_stories,,1.0,,3.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,,398,274,19156,17590,93,0,2102,384,,85017,4350,21491,2473,22,6201,92660,1,996,266,3,27814,17,7,5184,39,16436
0,camp_stories,1.0,2.0,8.0,3.0,5.0,1.0,0.0,0.0,3.0,7.0,,0.0,0.0,,,7723,39176,0,0,,456,1,,4559,83071,2983,9,3448,,1,5311,4,3,55847,8,5,72069,43,67167
0,camp_stories,,6.0,0.0,,0.0,2.0,0.0,4.0,12.0,1.0,1.0,2.0,3.0,490,421,2725,39597,152,21,5509,597,0,28082,624,99441,736,20,,,2,475,1161,3,35477,2,4,34449,68,
0,camp_stories,6.0,,9.0,2.0,2.0,1.0,0.0,5.0,9.0,,,1.0,0.0,1327,,68583,69997,194,1,10572,95,0,73306,5252,1493,2582,1,12074,4201,2,5085,21,3,,3,3,85696,47,15552
0,camp_stories,2.0,1.0,4.0,0.0,2.0,3.0,0.0,0.0,6.0,1.0,8.0,4.0,4.0,291,304,32577,99508,69,11,7790,444,0,15733,931,79406,2400,14,10385,75645,5,4977,211,,52767,0,13,35784,77,
0,camp_stories,9.0,1.0,,0.0,0.0,3.0,0.0,0.0,1.0,1.0,6.0,1.0,9.0,660,203,34325,35374,268,11,3750,79,0,31482,1817,56232,1445,4,6815,,7,2944,1818,1,2530,,6,60529,58,29549
0,camp_stories,1.0,0.0,14.0,6.0,5.0,,0.0,,0.0,0.0,,3.0,2.0,704,184,69832,36581,276,8,11982,577,0,60650,5137,52768,2718,9,9811,2439,9,,1588,,24462,16,4,14699,86,97171
0,camp_stories,5.0,7.0,4.0,0.0,0.0,0.0,0.0,3.0,,2.0,0.0,,0.0,1437,353,63181,,194,,4929,184,2,75257,2564,37725,2170,17,1119,941,3,96,463,3,38691,6,1,42406,33,35676
0,camp_stories,0.0,3.0,0.0,0.0,2.0,1.0,4.0,5.0,0.0,,0.0,9.0,0.0,6,156,98831,,34,11,9998,,0,32277,1631,31673,,9,6325,8531,1,635,1751,1,99237,6,1,23693,25,
0,camp_stories,3.0,,0.0,0.0,7.0,2.0,,0.0,3.0,12.0,2.0,0.0,2.0,206,533,51120,76185,222,,3319,626,0,8836,2194,90001,1438,25,2732,69854,0,3017,480,3,16173,7,8,90692,2,
0,camp_stories,,0.0,,1.0,1.0,3.0,2.0,2.0,0.0,,0.0,2.0,0.0,562,125,1543,,,21,4663,394,,68448,2289,32468,2547,25,,57569,0,5435,2009,1,18774,10,4,,88,67455
0,camp_stories,1.0,4.0,1.0,1.0,5.0,,0.0,7.0,0.0,0.0,2.0,0.0,,860,297,14161,2685,53,1,2848,474,,17388,1759,58948,1187,11,7773,49214,5,4507,829,1,35957,15,5,15656,84,5070
0,camp_stories,2.0,0.0,7.0,6.0,,0.0,3.0,1.0,,0.0,0.0,5.0,0.0,749,,24110,32892,,6,6099,99,,91960,693,36053,862,4,10928,2279,6,2537,2089,3,99732,9,11,23588,95,67522
0,camp_stories,,,1.0,4.0,5.0,,4.0,0.0,1.0,4.0,1.0,1.0,2.0,626,235,59353,559,224,20,1040,516,2,51843,5462,99005,,10,11282,37276,0,1760,33,3,83815,9,4,17504,68,88712
0,camp_stories,2.0,0.0,,0.0,,5.0,8.0,0.0,4.0,0.0,0.0,6.0,5.0,664,178,20685,,175,19,9116,160,0,,5357,39984,641,7,8580,78329,2,151,2161,2,90346,4,0,4975,45,19145
0,camp_stories,2.0,3.0,3.0,8.0,2.0,2.0,4.0,3.0,0.0,,1.0,9.0,0.0,955,67,14125,71340,219,16,3264,135,1,,4174,23172,168,25,6745,76670,7,5125,25,3,36704,,9,55042,74,47825
0,camp_stories,,11.0,2.0,0.0,0.0,0.0,,,1.0,8.0,4.0,3.0,0.0,1101,197,34528,24368,178,5,5024,287,1,,5475,96041,2728,6,8095,58095,8,,237,,6500,5,12,48625,,
0,camp_stories,,4.0,0.0,1.0,,5.0,8.0,2.0,6.0,7.0,2.0,1.0,4.0,1381,271,31661,61047,,7,372,249,1,,,37346,1912,8,12695,34157,,,936,1,93623,3,1,41178,101,96207
0,camp_stories,0.0,,2.0,2.0,,2.0,,1.0,2.0,1.0,2.0,0.0,,181,,,69384,82,15,2166,271,1,38087,1799,1408,,6,5848,79693,0,4927,,0,4718,5,2,67933,80,
0,camp_stories,1.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,,,,132,76388,17321,,11,10414,367,1,8422,669,69470,487,8,,93241,7,4505,88,0,50855,1,8,98443,92,1840
0,camp_stories,3.0,1.0,,0.0,1.0,0.0,,8.0,1.0,1.0,,1.0,5.0,198,,76722,18272,38,15,3783,65,2,10468,4614,90733,267,17,2946,43417,,1808,174,,18529,13,6,4908,42,65834
0,camp_stories,7.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,,0.0,1.0,9.0,5.0,469,536,5390,41631,92,,1625,194,0,,1185,82785,1330,25,312,79982,1,1077,54,2,79172,0,14,61187,28,93891
0,camp_stories,0.0,4.0,1.0,0.0,1.0,1.0,,0.0,2.0,,,1.0,6.0,637,117,56720,31636,,5,7809,407,0,79989,3775,82207,2549,4,10661,45864,,,1405,1,75973,13,,38503,57,97529
0,camp_stories,,,5.0,3.0,0.0,,5.0,0.0,0.0,3.0,6.0,8.0,2.0,180,360,26548,9608,171,5,11671,571,0,29970,3021,93713,509,16,14271,98235,1,2942,813,3,,15,,98527,5,1782
0,camp_stories,,0.0,,5.0,2.0,2.0,2.0,6.0,4.0,0.0,2.0,,9.0,477,416,,36966,242,14,8279,219,0,26016,1606,78563,2170,17,2481,18616,0,1876,1127,2,88797,,1,4285,1,54080
1,camp_stories,,5.0,9.0,0.0,0.0,5.0,0.0,3.0,,1.0,1.0,5.0,7.0,371,,,8913,113,19,11458,158,0,,1390,44466,1613,9,12136,20870,9,3460,237,1,75616,9,1,86268,70,38809
0,camp_stories,3.0,5.0,0.0,6.0,,6.0,,1.0,10.0,5.0,1.0,4.0,3.0,139,68,57159,32750,298,14,5776,438,0,8952,404,20308,3105,9,7575,29506,0,1766,148,0,88669,8,6,27850,84,95367
0,camp_stories,6.0,0.0,0.0,,1.0,0.0,24.0,4.0,4.0,1.0,2.0,1.0,1.0,1074,133,62389,40953,115,9,7533,601,0,51998,1323,99749,790,10,5531,73246,7,1092,614,,21466,8,5,59915,,21201
0,camp_stories,,,4.0,2.0,0.0,,0.0,0.0,1.0,2.0,,1.0,6.0,143,281,43110,25425,,7,5477,114,1,17908,3555,,2751,17,9056,,2,1421,2105,,37907,8,,,,44173
1,camp_stories,0.0,,3.0,10.0,,,0.0,1.0,0.0,10.0,2.0,2.0,0.0,421,415,14287,95870,108,23,2304,300,1,16979,3969,37738,2054,22,6309,69026,5,1917,190,3,88444,8,11,45009,83,
0,camp_stories,2.0,,1.0,3.0,3.0,,2.0,,1.0,2.0,2.0,3.0,0.0,1410,413,58892,53331,275,4,8021,444,1,65056,2272,18459,556,,399,63634,7,4549,981,0,86293,1,8,11205,,
0,camp_stories,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,5.0,0.0,1336,,99561,56952,269,20,4408,,,37525,1479,9609,1606,20,7459,,0,922,46,2,84189,7,2,78606,12,89317
0,camp_stories,0.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1140,508,80076,98065,216,,12229,345,1,8716,3995,11327,200,18,3119,72218,7,1851,553,1,,9,8,49101,79,24213
0,camp_stories,1.0,,2.0,2.0,4.0,0.0,4.0,1.0,1.0,0.0,0.0,3.0,0.0,301,336,42627,,190,,4321,423,,9825,4857,24083,2666,11,72,57185,0,4284,826,2,94557,13,13,,,62248
0,camp_stories,0.0,0.0,5.0,3.0,17.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,,28,91376,7532,57,17,3947,460,2,64143,4761,7975,2436,16,9123,19231,1,,1120,0,79154,12,6,30976,64,17938
0,camp_stories,0.0,7.0,0.0,0.0,0.0,,1.0,7.0,2.0,2.0,,3.0,2.0,1445,59,70320,,92,4,1475,317,1,27969,417,43460,331,16,4322,33345,1,276,1923,2,,11,9,15666,34,77686
0,camp_stories,,6.0,4.0,1.0,1.0,5.0,0.0,3.0,5.0,12.0,3.0,0.0,1.0,58,308,8756,,104,17,9728,43,2,50053,,13933,60,2,3890,40743,0,3273,578,1,83493,14,14,94600,68,64873
0,camp_stories,0.0,0.0,2.0,0.0,1.0,0.0,,0.0,0.0,3.0,,3.0,0.0,1096,131,56541,45884,52,20,11810,260,2,57600,5567,32656,333,17,14715,85875,9,320,1974,3,14064,15,8,93644,0,73203
0,camp_stories,,6.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,,341,412,24688,86147,31,19,12506,,0,71243,746,42932,2827,22,9078,57715,7,,655,0,,16,,90015,101,55668
0,camp_stories,2.0,2.0,,0.0,,0.0,0.0,4.0,,5.0,5.0,0.0,,1391,50,36219,2298,269,11,4249,14,,60382,1389,76114,2549,9,2259,48788,,3278,1731,2,15177,3,2,25960,89,76979
0,camp_stories,,0.0,1.0,0.0,2.0,3.0,2.0,,1.0,0.0,4.0,6.0,,987,505,82766,19429,266,4,6243,304,0,,411,41633,2208,26,5055,70797,6,67,136,0,97748,4,5,27228,92,26461
0,camp_stories,4.0,,5.0,1.0,0.0,7.0,0.0,0.0,,0.0,0.0,0.0,4.0,944,63,9249,35015,258,16,,439,2,,1032,20266,1311,3,,17636,2,3798,537,1,97416,14,2,44608,75,21622
0,camp_stories,1.0,2.0,,2.0,0.0,,0.0,0.0,,0.0,0.0,1.0,6.0,29,507,83203,,185,21,355,403,1,69240,,96481,2503,0,8203,3679,3,2618,1616,2,70228,17,8,50313,22,11093
0,camp_stories,,0.0,,0.0,0.0,13.0,2.0,3.0,,4.0,2.0,0.0,1.0,,323,,2795,178,23,11456,344,2,71193,28,25726,1470,26,13025,17458,7,3955,624,2,,11,10,68670,3,21508
0,camp_stories,1.0,0.0,0.0,5.0,1.0,9.0,5.0,3.0,6.0,5.0,4.0,3.0,0.0,164,348,50591,,18,23,10413,334,2,15548,3188,90570,213,7,5656,63602,7,4612,1648,2,36564,13,6,34557,24,
0,camp_stories,4.0,0.0,8.0,2.0,1.0,4.0,0.0,,1.0,8.0,0.0,6.0,2.0,23,295,79515,88828,157,23,419,,0,91985,5399,,665,23,3075,85014,4,4602,1527,3,95831,17,4,11213,,5210
0,camp_stories,0.0,4.0,3.0,0.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,,318,83154,36161,154,11,1763,390,0,13402,202,92451,733,11,,18970,6,4738,48,1,20088,6,7,56466,59,84282
0,camp_stories,4.0,,4.0,2.0,2.0,,1.0,3.0,1.0,1.0,2.0,5.0,0.0,1035,176,44575,95653,280,0,12390,261,2,61123,3294,36438,1236,15,,27878,5,4340,868,,19602,,11,,103,19421
0,camp_stories,2.0,5.0,3.0,0.0,4.0,18.0,4.0,1.0,1.0,7.0,5.0,0.0,1.0,1432,,31793,24679,8,9,4047,321,1,,4173,53907,2282,20,2080,53406,4,2939,,2,15266,9,,23889,4,23122
0,camp_stories,1.0,1.0,0.0,0.0,3.0,10.0,,1.0,0.0,4.0,4.0,3.0,4.0,378,,42480,,29,22,9727,617,,77334,2354,50404,2016,11,13850,96300,3,4944,154,0,74402,15,9,76461,,84380
0,camp_stories,0.0,,,0.0,6.0,,0.0,6.0,0.0,4.0,1.0,0.0,8.0,890,475,50832,91302,229,13,1515,,1,51806,4701,91285,,17,2504,,0,4848,2139,1,27508,14,6,49838,81,73733
0,camp_stories,3.0,3.0,0.0,2.0,,8.0,1.0,,2.0,0.0,4.0,0.0,2.0,862,523,47332,,44,2,2932,332,1,25654,,78937,139,,897,13285,4,2199,,2,95660,13,1,58025,19,75826
0,camp_stories,2.0,11.0,4.0,,3.0,,4.0,0.0,,1.0,2.0,1.0,0.0,1400,,72693,,,5,7905,377,0,63294,3695,66888,676,25,9659,40521,,1872,2132,3,32694,5,11,35167,51,31645
0,camp_stories,,,1.0,1.0,5.0,2.0,4.0,3.0,1.0,3.0,0.0,1.0,4.0,,22,12163,,129,,8438,132,0,28782,2700,1998,,,,32338,3,2860,720,0,92005,2,6,73750,81,47726
0,camp_stories,0.0,1.0,0.0,2.0,9.0,0.0,2.0,,2.0,2.0,2.0,0.0,0.0,1271,553,97318,15502,48,23,3933,175,2,10831,246,,842,4,7223,82001,9,3487,1612,1,48440,4,13,6767,45,43979
0,camp_stories,,0.0,,0.0,0.0,0.0,,3.0,0.0,0.0,2.0,7.0,0.0,845,477,28344,98272,126,9,88,615,2,31669,5543,57527,3070,21,14083,,4,5546,245,0,49094,15,9,91638,13,4438
0,camp_stories,0.0,0.0,1.0,2.0,3.0,0.0,6.0,0.0,2.0,2.0,0.0,,4.0,1296,182,94953,54324,241,,6148,550,0,43173,4263,62215,3116,18,677,64363,3,2774,722,0,83008,17,3,44778,10,40793
0,camp_stories,6.0,3.0,,6.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,2.0,332,528,47879,96921,171,16,8810,223,1,35877,5138,,1522,13,10691,68381,,551,887,0,86527,3,7,70932,104,37265
0,camp_stories,6.0,1.0,4.0,4.0,8.0,0.0,0.0,1.0,7.0,0.0,0.0,15.0,,73,358,56015,89422,157,20,5715,103,2,79277,1810,14170,139,14,5189,15434,8,,186,0,41570,15,,27667,82,71268
0,camp_stories,1.0,3.0,1.0,1.0,,1.0,,0.0,9.0,0.0,0.0,,9.0,746,417,4705,75533,295,2,,337,2,,,47849,3118,13,,27676,6,,1660,0,6493,7,7,17524,44,
0,camp_stories,0.0,8.0,0.0,0.0,4.0,,0.0,8.0,0.0,1.0,4.0,6.0,7.0,804,158,11170,73236,204,12,11387,519,0,38845,696,65785,2718,,5870,96431,0,146,,0,93483,14,2,74381,94,9865
0,camp_stories,,4.0,3.0,1.0,2.0,,0.0,0.0,4.0,4.0,6.0,1.0,3.0,1386,55,8420,25300,56,22,,627,0,,2922,55620,836,6,6246,32820,6,3599,1612,2,87075,13,4,92174,14,58065
0,camp_stories,1.0,7.0,9.0,,0.0,0.0,3.0,6.0,2.0,0.0,,4.0,0.0,,61,,71244,,3,5741,522,1,27914,5502,72231,,19,2521,1208,3,4293,911,1,18421,12,,4230,8,54381
0,camp_stories,0.0,2.0,2.0,0.0,0.0,4.0,2.0,2.0,4.0,10.0,0.0,3.0,3.0,465,260,74739,94845,34,23,6224,,0,175,2855,51681,,22,9795,10152,7,,,1,28016,6,3,12074,30,93999
0,camp_stories,0.0,3.0,3.0,4.0,2.0,7.0,3.0,2.0,12.0,2.0,2.0,0.0,,,157,,36366,200,6,7218,482,0,35071,,93023,630,23,,9790,4,5030,985,1,48153,9,9,1521,11,58402
0,camp_stories,,0.0,1.0,0.0,4.0,3.0,1.0,1.0,5.0,7.0,0.0,2.0,1.0,1069,254,43833,17010,21,14,3173,178,1,1430,2164,19337,1418,25,29,59857,2,590,624,,64946,12,,5771,25,46798
0,camp_stories,3.0,0.0,0.0,8.0,1.0,2.0,0.0,2.0,4.0,0.0,9.0,1.0,0.0,610,109,43352,50241,125,2,4862,95,0,1695,,48033,2183,12,91,17424,5,1140,1398,2,82929,4,13,30414,73,10027
0,camp_stories,6.0,1.0,0.0,,3.0,,0.0,2.0,,0.0,4.0,0.0,5.0,216,255,,87157,,18,10255,368,2,64011,,68446,,25,12794,54448,5,,758,1,34332,6,12,21906,92,10773
0,camp_stories,2.0,3.0,,1.0,4.0,5.0,0.0,0.0,3.0,,7.0,,,176,554,30030,61472,33,3,8305,305,,81494,4640,34841,2660,,9984,35332,5,686,289,2,81717,1,0,94742,27,8767
0,camp_stories,0.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,0.0,,1.0,4.0,0.0,663,521,99242,84964,,1,7633,319,1,27086,5564,89627,2912,14,7238,74362,7,664,403,0,29255,6,,57879,14,59018
0,camp_stories,0.0,,4.0,7.0,2.0,,1.0,1.0,,,0.0,1.0,5.0,107,557,91045,26187,301,0,6771,564,1,33437,3587,66193,2573,,13189,,1,4988,1158,,83608,11,1,81416,100,34116
0,camp_stories,0.0,3.0,11.0,0.0,9.0,7.0,0.0,0.0,,0.0,0.0,,1.0,1286,245,44161,77724,161,5,2092,230,0,,1702,76582,3003,16,3658,60852,8,4885,1853,1,3503,6,,72697,44,85486
0,camp_stories,4.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,,2.0,,522,68892,86278,265,22,3126,518,0,69986,,4781,3190,23,,47309,9,,362,,48424,15,,72339,38,29742
0,camp_stories,0.0,2.0,0.0,2.0,0.0,15.0,1.0,4.0,2.0,1.0,0.0,4.0,1.0,485,361,33823,74341,47,,1823,474,1,48230,2615,,2742,13,11219,39245,9,4518,,1,37477,,,,67,48540
0,camp_stories,0.0,0.0,1.0,0.0,0.0,0.0,9.0,,1.0,0.0,0.0,2.0,0.0,349,317,85512,99959,114,15,8229,419,0,55488,4776,22410,,25,5159,43731,,4817,602,,,8,0,72392,48,
0,camp_stories,0.0,,0.0,0.0,,1.0,4.0,0.0,,0.0,0.0,1.0,0.0,,480,,,24,,,92,1,18106,1144,80327,2739,18,8413,47685,1,1251,19,,23053,5,,90147,101,65574
0,camp_stories,,5.0,3.0,,0.0,3.0,0.0,,11.0,5.0,3.0,0.0,4.0,561,506,53171,69917,175,3,12068,632,1,67395,,64042,843,26,6071,45527,,4479,567,,,6,5,67581,46,32021
0,camp_stories,3.0,5.0,12.0,2.0,0.0,0.0,2.0,,,3.0,1.0,2.0,1.0,457,43,25339,67052,266,5,1055,610,0,,,18655,2917,17,11532,46414,8,684,1124,2,80161,15,0,40010,86,57873
0,camp_stories,1.0,0.0,8.0,0.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,,1.0,533,191,58257,53158,213,19,12153,69,0,41077,3515,,921,12,11426,48294,6,3625,2099,3,,,,27414,36,91872
0,camp_stories,3.0,1.0,4.0,0.0,1.0,2.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,1400,124,92947,7775,293,19,464,216,1,17118,538,55527,,7,13664,91059,,2875,1899,0,86878,11,14,87799,93,96788
0,camp_stories,1.0,0.0,2.0,,0.0,0.0,,1.0,0.0,15.0,3.0,1.0,,345,290,20435,,217,18,4934,523,2,77788,4432,2367,1489,1,8834,86916,,5311,1698,3,61540,8,7,63714,39,
0,camp_stories,4.0,5.0,2.0,7.0,,0.0,3.0,1.0,3.0,0.0,0.0,1.0,3.0,520,427,74441,62846,62,,7747,193,0,,4054,26143,1617,7,14486,24987,8,,202,3,66964,4,11,48418,67,9158
0,camp_stories,0.0,1.0,,2.0,4.0,0.0,3.0,7.0,0.0,0.0,1.0,1.0,7.0,451,114,22459,3815,296,9,1402,626,0,34326,5548,78137,2769,3,2661,93520,2,1818,1664,0,59840,15,10,20767,,95231
0,camp_stories,0.0,0.0,0.0,4.0,6.0,,1.0,2.0,0.0,4.0,6.0,0.0,0.0,784,,82016,,38,17,1884,342,2,4178,,37827,3028,25,3999,43575,9,5152,1049,,98607,0,10,26566,81,53494
0,camp_stories,2.0,1.0,,1.0,1.0,4.0,3.0,0.0,1.0,1.0,2.0,,6.0,148,96,76433,60430,153,11,2291,83,2,21166,3293,,1405,3,9108,44165,2,481,2086,3,14711,16,4,87983,30,91804
0,camp_stories,2.0,0.0,7.0,3.0,1.0,8.0,6.0,3.0,6.0,5.0,2.0,1.0,14.0,325,129,41193,56867,304,20,7918,9,2,27471,1146,,2210,24,4699,78560,,1176,828,3,,7,10,17447,25,98191
0,camp_stories,3.0,0.0,2.0,6.0,3.0,3.0,1.0,1.0,1.0,,1.0,0.0,1.0,1034,513,76385,82705,281,16,7877,29,2,46820,5031,78943,2711,4,,9957,4,374,1,0,65486,9,3,52015,9,70302
0,camp_stories,0.0,,0.0,9.0,2.0,1.0,0.0,0.0,10.0,10.0,1.0,2.0,3.0,1276,198,73700,78987,227,12,986,272,0,67542,9,85566,2345,15,,41444,1,287,1179,2,55729,12,6,68747,35,
0,camp_stories,1.0,3.0,,,1.0,0.0,2.0,3.0,1.0,11.0,,4.0,0.0,456,376,42410,11382,57,3,6098,316,1,86357,3518,85768,815,22,2722,86384,4,284,219,1,57441,2,11,92852,9,60764
0,camp_stories,3.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,,1.0,0.0,1.0,0.0,914,158,63986,69829,,9,8953,531,0,85616,5206,79020,1297,6,5110,9668,,5467,348,2,,12,11,74107,47,85282
0,camp_stories,0.0,1.0,2.0,12.0,,5.0,1.0,3.0,2.0,5.0,0.0,,0.0,534,301,63376,16501,120,10,8230,52,2,45769,1109,91867,1972,14,0,80030,5,2526,924,1,14667,15,6,74587,83,82429
0,camp_stories,0.0,,0.0,4.0,3.0,0.0,2.0,5.0,0.0,0.0,3.0,,4.0,984,512,40547,16619,263,12,2074,623,,55777,4812,59356,235,1,360,24574,4,375,630,,54189,16,2,17857,41,95471
0,camp_stories,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,2.0,,2.0,2.0,744,78,97936,13517,200,19,7668,71,0,38465,342,51053,1771,,3614,8742,,4275,,0,85649,16,1,78211,79,40865
0,camp_stories,6.0,,0.0,0.0,6.0,1.0,2.0,0.0,4.0,1.0,4.0,0.0,5.0,579,464,16934,9524,182,21,3920,122,0,58921,3691,7998,1281,4,6033,5591,8,,2139,3,26739,,3,90219,52,63108
0,camp_stories,1.0,14.0,14.0,6.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,0.0,6.0,1306,200,2205,28269,240,7,10996,103,2,78595,3852,46099,98,22,7492,10295,8,2462,60,0,84283,1,8,47773,102,72150
0,camp_stories,0.0,,,,0.0,2.0,5.0,21.0,1.0,6.0,4.0,0.0,1.0,1105,323,636,85759,270,14,6302,424,2,46768,2458,14812,,14,12270,35639,6,5419,1432,0,11533,8,13,72598,35,27026
0,camp_stories,,,1.0,5.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,7.0,0.0,811,424,62468,83302,48,19,,45,1,76123,5598,4859,823,24,11432,87224,,3358,,3,87110,15,12,45288,,77074
0,camp_stories,1.0,1.0,8.0,0.0,,0.0,6.0,2.0,0.0,0.0,2.0,0.0,,346,13,,48013,123,19,11833,,1,81871,1796,47900,956,11,2965,71357,3,3128,1158,3,94534,17,10,84497,48,58004
0,camp_stories,,0.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0,0.0,8.0,830,,83593,10756,264,21,8646,350,2,80492,4515,46218,902,21,4811,73734,6,2466,,2,84086,17,8,,57,76146
